quotation_id,rep_id,customer_tier,n_lines_raw,blended_overage_pct,worst_line_overage_pct,n_lines,n_flagged_lines,flagged_value_share,log_total_value,thin_margin_value_share,tier_ordinal,avg_discount_pct,max_discount_pct,seniority,is_quarter_end,discount_vs_rep_baseline,latent_risk,risk_label
Q-01879,REP-08,Gold,1,0.0,0.0,1.0,0.0,0.0,7.901377,1.0,2.0,5.71,5.71,0.0,0.0,-3.978396,0.1325,0
Q-01880,REP-06,Silver,5,0.0,0.0,5.0,0.0,0.0,11.0022,0.0,1.0,8.585661,9.98,2.0,0.0,2.4642,0.0,0
Q-01881,REP-03,Silver,3,0.0,0.0,3.0,0.0,0.0,8.678632,0.680851,1.0,6.93366,8.51,2.0,1.0,2.654823,0.0534,0
Q-01882,REP-05,Gold,3,0.0,0.0,3.0,0.0,0.0,10.528115,0.361446,2.0,2.788193,6.84,2.0,1.0,-1.024585,0.0,0
Q-01883,REP-05,Silver,3,0.0,0.0,3.0,0.0,0.0,10.799086,0.986217,1.0,3.10487,3.43,2.0,0.0,-0.707908,0.1305,0
Q-01884,REP-02,Silver,5,0.0,0.0,5.0,0.0,0.0,12.381206,0.163673,1.0,1.324492,6.4,0.0,0.0,-4.865488,1.8557,1
Q-01885,REP-02,Silver,5,0.0,0.0,5.0,0.0,0.0,11.999362,0.851522,1.0,5.518515,8.79,0.0,0.0,-0.671465,1.6038,1
Q-01886,REP-01,Silver,1,0.0,0.0,1.0,0.0,0.0,9.169623,0.0,1.0,4.79,4.79,0.0,0.0,-0.785847,0.0,0
Q-01887,REP-03,Silver,2,0.0,0.0,2.0,0.0,0.0,9.105091,0.333333,1.0,7.28,8.72,2.0,1.0,3.001164,0.0,0
Q-01888,REP-01,Silver,4,0.285434,1.41,4.0,1.0,0.202436,11.46001,0.30049,1.0,6.081389,11.41,0.0,1.0,0.505541,1.4606,1
Q-01889,REP-04,Gold,3,3.897895,5.29,3.0,1.0,0.736842,11.133143,0.263158,2.0,16.621579,20.29,0.0,0.0,10.827583,2.4938,2
Q-01890,REP-04,Bronze,3,0.729987,5.36,3.0,1.0,0.136192,10.587871,0.807062,0.0,3.795561,10.36,0.0,0.0,-1.998435,1.6705,1
Q-01891,REP-04,Silver,1,0.0,0.0,1.0,0.0,0.0,8.47658,0.0,1.0,9.63,9.63,0.0,0.0,3.836004,0.0,0
Q-01892,REP-01,Silver,4,0.027094,3.17,4.0,1.0,0.008547,10.925507,0.991453,1.0,3.940922,13.17,0.0,0.0,-1.634925,1.1485,1
Q-01893,REP-02,Silver,4,0.101974,1.54,4.0,1.0,0.066217,10.615849,0.235438,1.0,5.863427,11.54,0.0,1.0,-0.326553,0.9543,0
Q-01894,REP-08,Bronze,5,5.671732,9.5,5.0,4.0,0.971743,12.160557,0.396651,0.0,10.650256,14.5,0.0,0.0,0.96186,6.3193,2
Q-01895,REP-03,Silver,3,0.0,0.0,3.0,0.0,0.0,11.409241,0.0,1.0,2.250982,3.3,2.0,0.0,-2.027855,0.0,0
Q-01896,REP-01,Silver,4,0.0,0.0,4.0,0.0,0.0,11.795854,0.227581,1.0,5.507121,7.11,0.0,0.0,-0.068726,1.011,0
Q-01897,REP-03,Gold,4,0.0,0.0,4.0,0.0,0.0,10.563621,0.023256,2.0,5.056512,10.69,2.0,1.0,0.777675,0.0,0
Q-01898,REP-04,Gold,3,0.0,0.0,3.0,0.0,0.0,11.205054,0.510204,2.0,5.202245,8.78,0.0,0.0,-0.591751,0.4531,0
Q-01899,REP-01,Gold,1,0.0,0.0,1.0,0.0,0.0,7.313887,1.0,2.0,7.74,7.74,0.0,0.0,2.164153,0.1225,0
Q-01900,REP-06,Silver,2,0.220548,0.23,2.0,1.0,0.958904,9.637632,0.0,1.0,10.013014,10.23,2.0,0.0,3.891552,0.0,0
Q-01901,REP-03,Gold,3,0.0,0.0,3.0,0.0,0.0,10.787276,0.328512,2.0,2.972872,6.43,2.0,1.0,-1.305964,0.0,0
Q-01902,REP-04,Silver,3,0.0,0.0,3.0,0.0,0.0,9.212438,0.748503,1.0,4.870359,7.4,0.0,0.0,-0.923637,0.2752,0
Q-01903,REP-03,Silver,1,0.0,0.0,1.0,0.0,0.0,7.783641,0.0,1.0,3.36,3.36,2.0,0.0,-0.918836,0.0,0
Q-01904,REP-05,Bronze,3,2.408734,6.0,3.0,2.0,0.541485,10.038936,0.633188,0.0,6.858515,11.0,2.0,1.0,3.045738,2.1481,2
Q-01905,REP-02,Bronze,2,0.0,0.0,2.0,0.0,0.0,10.975088,0.753425,0.0,1.693425,2.04,0.0,0.0,-4.496555,0.9011,1
Q-01906,REP-05,Bronze,6,2.880955,5.15,6.0,3.0,0.620893,12.232865,0.365088,0.0,7.02957,10.15,2.0,0.0,3.216792,3.0892,2
Q-01907,REP-03,Gold,2,0.0,0.0,2.0,0.0,0.0,11.396403,0.494382,2.0,3.591573,4.17,2.0,0.0,-0.687263,0.0,0
Q-01908,REP-08,Silver,2,0.0,0.0,2.0,0.0,0.0,12.052344,0.166181,1.0,7.022245,7.79,0.0,0.0,-2.666151,1.3006,1
Q-01909,REP-04,Bronze,3,0.0,0.0,3.0,0.0,0.0,10.78469,0.46608,0.0,4.27506,4.82,0.0,0.0,-1.518936,0.6586,0
Q-01910,REP-05,Gold,3,0.0,0.0,3.0,0.0,0.0,11.76447,0.59098,2.0,4.461524,5.52,2.0,0.0,0.648746,0.3567,0
Q-01911,REP-02,Silver,6,0.029002,0.18,6.0,2.0,0.173708,10.729438,0.952277,1.0,7.999898,10.18,0.0,1.0,1.809918,1.1778,1
Q-01912,REP-02,Silver,2,0.0,0.0,2.0,0.0,0.0,10.93669,0.391459,1.0,4.069466,4.32,0.0,0.0,-2.120514,0.4636,0
Q-01913,REP-04,Silver,3,0.0,0.0,3.0,0.0,0.0,9.975855,1.0,1.0,1.353721,5.75,0.0,0.0,-4.440275,0.5092,0
Q-01914,REP-05,Silver,3,0.0,0.0,3.0,0.0,0.0,11.013715,0.688633,1.0,5.721713,5.98,2.0,0.0,1.908936,0.0646,0
Q-01915,REP-03,Silver,5,0.0,0.0,5.0,0.0,0.0,12.225807,0.405912,1.0,2.740534,4.06,2.0,0.0,-1.538302,1.1031,1
Q-01916,REP-06,Silver,6,0.0,0.0,6.0,0.0,0.0,11.703389,0.373615,1.0,4.112569,7.82,2.0,0.0,-2.008893,0.3937,0
Q-01917,REP-02,Silver,2,0.0,0.0,2.0,0.0,0.0,11.413116,1.0,1.0,5.832652,6.31,0.0,0.0,-0.357328,1.0842,0
Q-01918,REP-05,Bronze,5,0.0,0.0,5.0,0.0,0.0,12.440753,0.439304,0.0,1.711423,3.51,2.0,0.0,-2.101354,1.7491,2
Q-01919,REP-02,Silver,2,3.788235,4.6,2.0,1.0,0.823529,11.06274,0.0,1.0,12.602353,14.6,0.0,0.0,6.412373,2.4083,2
Q-01920,REP-03,Silver,3,0.0,0.0,3.0,0.0,0.0,10.729875,0.986871,1.0,1.475646,4.38,2.0,0.0,-2.803191,0.1036,0
Q-01921,REP-06,Silver,3,0.0,0.0,3.0,0.0,0.0,10.060534,1.0,1.0,4.481538,4.79,2.0,0.0,-1.639923,0.0,0
Q-01922,REP-08,Bronze,3,3.082566,5.9,3.0,3.0,1.0,11.283525,0.65283,0.0,8.082566,10.9,0.0,1.0,-1.60583,4.7041,2
Q-01923,REP-01,Silver,3,0.0,0.0,3.0,0.0,0.0,10.514367,0.895765,1.0,0.759772,0.91,0.0,0.0,-4.816075,0.5797,0
Q-01924,REP-07,Silver,4,0.0,0.0,4.0,0.0,0.0,9.427144,0.869565,1.0,6.57913,8.04,1.0,0.0,-2.566912,0.0618,0
Q-01925,REP-01,Gold,2,0.0,0.0,2.0,0.0,0.0,9.41132,0.981595,2.0,5.791227,5.84,0.0,0.0,0.21538,0.2018,0
Q-01926,REP-04,Bronze,4,6.437725,10.51,4.0,4.0,1.0,9.582318,0.496381,0.0,11.437725,15.51,0.0,1.0,5.643729,5.4064,2
Q-01927,REP-02,Silver,4,0.0,0.0,4.0,0.0,0.0,10.674197,0.097166,1.0,4.028444,7.78,0.0,0.0,-2.161536,0.1936,0
Q-01928,REP-07,Silver,3,0.0,0.0,3.0,0.0,0.0,10.68627,0.082286,1.0,6.818034,7.03,1.0,0.0,-2.328009,0.0,0
Q-01929,REP-04,Silver,5,0.0,0.0,5.0,0.0,0.0,11.493243,0.015298,1.0,6.573248,9.08,0.0,0.0,0.779252,0.6055,0
Q-01930,REP-05,Gold,4,0.0,0.0,4.0,0.0,0.0,12.263308,0.094438,2.0,5.772474,8.07,2.0,1.0,1.959696,1.2268,1
Q-01931,REP-01,Bronze,1,2.95,2.95,1.0,1.0,1.0,10.357775,1.0,0.0,7.95,7.95,0.0,1.0,2.374153,4.065,2
Q-01932,REP-02,Silver,4,0.0,0.0,4.0,0.0,0.0,11.664796,0.762887,1.0,2.406082,5.09,0.0,0.0,-3.783897,1.1696,1
Q-01933,REP-03,Silver,2,0.0,0.0,2.0,0.0,0.0,10.098273,0.62963,1.0,3.337778,5.0,2.0,1.0,-0.941058,0.1788,0
Q-01934,REP-03,Silver,3,0.0,0.0,3.0,0.0,0.0,11.62537,0.357462,1.0,3.348633,4.74,2.0,0.0,-0.930203,0.3091,0
Q-01935,REP-06,Bronze,3,5.490227,6.37,3.0,3.0,1.0,9.669725,0.960202,0.0,10.490227,11.37,2.0,1.0,4.368766,5.8224,2
Q-01936,REP-07,Silver,4,0.0,0.0,4.0,0.0,0.0,10.493383,0.390852,1.0,6.120998,8.79,1.0,0.0,-3.025045,0.0,0
Q-01937,REP-06,Silver,4,3.646479,7.45,4.0,1.0,0.48946,11.246561,0.48946,1.0,11.663356,17.45,2.0,1.0,5.541894,4.4202,2
Q-01938,REP-06,Gold,2,0.0,0.0,2.0,0.0,0.0,10.798473,0.980693,2.0,9.160294,9.28,2.0,0.0,3.038833,0.0,0
Q-01939,REP-06,Bronze,3,7.030694,7.86,3.0,2.0,0.969152,11.66737,0.030848,0.0,11.960051,12.86,2.0,0.0,5.83859,4.207,2
Q-01940,REP-06,Silver,3,0.0,0.0,3.0,0.0,0.0,11.284154,0.926461,1.0,7.455959,7.99,2.0,0.0,1.334497,0.3525,1
Q-01941,REP-01,Gold,1,0.0,0.0,1.0,0.0,0.0,10.268165,0.0,2.0,2.09,2.09,0.0,0.0,-3.485847,0.0,0
Q-01942,REP-01,Silver,5,2.814941,7.65,5.0,2.0,0.540733,10.243916,0.284596,1.0,10.625379,17.65,0.0,1.0,5.049532,3.559,2
Q-01943,REP-07,Bronze,4,2.825391,3.37,4.0,3.0,0.898154,10.760686,0.986633,0.0,7.755118,8.37,1.0,0.0,-1.390925,3.3621,2
Q-01944,REP-08,Gold,4,0.0,0.0,4.0,0.0,0.0,10.336114,0.759124,2.0,7.304136,11.17,0.0,0.0,-2.38426,0.2344,0
Q-01945,REP-02,Silver,3,4.42608,4.95,3.0,1.0,0.894158,11.724652,0.0,1.0,14.107388,14.95,0.0,0.0,7.917408,3.2133,2
Q-01946,REP-03,Bronze,3,0.715414,1.95,3.0,1.0,0.366879,9.88461,0.978344,0.0,3.901146,6.95,2.0,0.0,-0.37769,0.9171,1
Q-01947,REP-07,Silver,1,5.9,5.9,1.0,1.0,1.0,8.412055,1.0,1.0,15.9,15.9,1.0,1.0,6.753957,6.1225,2
Q-01948,REP-02,Bronze,2,0.0,0.0,2.0,0.0,0.0,8.155075,0.862069,0.0,2.479655,4.79,0.0,0.0,-3.710325,0.5031,0
Q-01949,REP-08,Bronze,5,6.844883,10.88,5.0,5.0,1.0,11.435785,0.744261,0.0,11.844883,15.88,0.0,0.0,2.156486,6.9826,2
Q-01950,REP-01,Bronze,1,0.0,0.0,1.0,0.0,0.0,9.259226,1.0,0.0,4.63,4.63,0.0,0.0,-0.945847,0.6375,0
Q-01951,REP-07,Silver,1,0.0,0.0,1.0,0.0,0.0,8.101981,1.0,1.0,8.11,8.11,1.0,0.0,-1.036043,0.0575,0
Q-01952,REP-01,Bronze,5,2.091277,7.7,5.0,2.0,0.34134,11.278481,0.34134,0.0,6.174804,12.7,0.0,0.0,0.598957,3.4506,2
Q-01953,REP-04,Gold,4,0.0,0.0,4.0,0.0,0.0,10.658576,0.211491,2.0,2.538738,7.49,0.0,0.0,-3.255258,0.0309,0
Q-01954,REP-08,Bronze,2,3.713364,7.19,2.0,2.0,1.0,10.376642,0.747664,0.0,8.713364,12.19,0.0,1.0,-0.975032,4.2768,2
Q-01955,REP-02,Silver,6,0.0,0.0,6.0,0.0,0.0,11.375053,0.106749,1.0,6.716302,8.71,0.0,1.0,0.526322,1.0147,0
Q-01956,REP-06,Silver,2,0.0,0.0,2.0,0.0,0.0,8.962007,0.0,1.0,2.931538,4.39,2.0,0.0,-3.189923,0.0,0
Q-01957,REP-04,Gold,3,0.0,0.0,3.0,0.0,0.0,9.557187,0.339343,2.0,6.33281,9.28,0.0,0.0,0.538814,0.0,0
Q-01958,REP-04,Gold,3,0.0,0.0,3.0,0.0,0.0,11.404237,0.063545,2.0,3.440134,3.85,0.0,0.0,-2.353862,0.3424,0
Q-01959,REP-04,Bronze,4,1.054666,2.02,4.0,2.0,0.599185,11.286978,0.994046,0.0,4.240526,7.02,0.0,0.0,-1.553469,2.3196,2
Q-01960,REP-05,Silver,1,0.0,0.0,1.0,0.0,0.0,6.111467,0.0,1.0,1.5,1.5,2.0,0.0,-2.312778,0.0,0
Q-01961,REP-02,Silver,1,0.88,0.88,1.0,1.0,1.0,11.472114,1.0,1.0,10.88,10.88,0.0,1.0,4.69002,2.416,2
Q-01962,REP-07,Gold,4,1.259811,2.45,4.0,1.0,0.514208,11.210482,0.947226,2.0,10.463288,12.45,1.0,0.0,1.317245,1.7245,1
Q-01963,REP-06,Gold,1,0.0,0.0,1.0,0.0,0.0,8.412055,1.0,2.0,0.76,0.76,2.0,0.0,-5.361462,0.0,0
Q-01964,REP-04,Silver,5,0.0,0.0,5.0,0.0,0.0,11.515931,0.488534,1.0,3.942463,6.19,0.0,0.0,-1.851533,0.8845,1
Q-01965,REP-05,Silver,3,0.0,0.0,3.0,0.0,0.0,9.388152,0.920887,1.0,5.276618,7.34,2.0,0.0,1.46384,0.0,0
Q-01966,REP-05,Silver,3,0.242223,2.71,3.0,1.0,0.089381,11.089057,0.672269,1.0,4.188136,12.71,2.0,0.0,0.375358,0.495,0
Q-01967,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,10.288784,0.663265,1.0,9.441429,9.63,1.0,0.0,0.295386,0.0898,0
Q-01968,REP-07,Silver,2,0.057522,1.3,2.0,1.0,0.044248,8.639588,0.0,1.0,9.828142,11.3,1.0,1.0,0.682099,0.1442,0
Q-01969,REP-03,Bronze,1,0.0,0.0,1.0,0.0,0.0,8.055475,0.0,0.0,0.0,0.0,2.0,0.0,-4.278836,0.0,0
Q-01970,REP-07,Gold,2,0.0,0.0,2.0,0.0,0.0,9.105091,1.0,2.0,7.48,11.06,1.0,1.0,-1.666043,0.335,0
Q-01971,REP-06,Gold,4,0.041981,0.62,4.0,1.0,0.067712,11.979805,0.067712,2.0,7.455235,10.62,2.0,1.0,1.333774,0.8799,1
Q-01972,REP-02,Bronze,1,3.83,3.83,1.0,1.0,1.0,9.798183,1.0,0.0,8.83,8.83,0.0,1.0,2.64002,4.7885,2
Q-01973,REP-02,Gold,4,0.0,0.0,4.0,0.0,0.0,11.289544,0.135034,2.0,8.1115,10.19,0.0,1.0,1.92152,0.7508,0
Q-01974,REP-03,Silver,4,0.0,0.0,4.0,0.0,0.0,11.233886,0.47191,1.0,2.886266,4.01,2.0,0.0,-1.392571,0.07,0
Q-01975,REP-03,Gold,3,0.0,0.0,3.0,0.0,0.0,10.419331,0.991045,2.0,3.160358,5.67,2.0,0.0,-1.118478,0.0,0
Q-01976,REP-05,Silver,1,0.0,0.0,1.0,0.0,0.0,11.066654,1.0,1.0,0.89,0.89,2.0,0.0,-2.922778,0.2633,0
Q-01977,REP-05,Bronze,3,4.923084,5.69,3.0,2.0,0.996309,11.806311,0.0,0.0,9.911715,10.69,2.0,1.0,6.098937,3.6611,2
Q-01978,REP-03,Silver,1,0.0,0.0,1.0,0.0,0.0,8.253488,0.0,1.0,4.53,4.53,2.0,0.0,0.251164,0.0,0
Q-01979,REP-01,Silver,6,0.594924,1.24,6.0,1.0,0.479777,11.365481,0.44617,1.0,7.975001,11.24,0.0,0.0,2.399153,1.1307,1
Q-01980,REP-08,Gold,6,0.196845,1.3,6.0,1.0,0.15142,11.750374,0.118297,2.0,9.019164,16.3,0.0,0.0,-0.669232,0.9074,1
Q-01981,REP-05,Gold,2,0.0,0.0,2.0,0.0,0.0,10.647233,0.998217,2.0,3.634296,6.04,2.0,0.0,-0.178482,0.0,0
Q-01982,REP-05,Bronze,3,0.0,0.0,3.0,0.0,0.0,11.573371,0.994069,0.0,2.006213,2.22,2.0,0.0,-1.806565,0.832,0
Q-01983,REP-07,Bronze,6,4.23806,14.72,6.0,6.0,1.0,11.206618,0.490389,0.0,9.23806,19.72,1.0,0.0,0.092017,5.0653,2
Q-01984,REP-04,Gold,2,0.0,0.0,2.0,0.0,0.0,11.187209,0.775623,2.0,5.791108,6.59,0.0,0.0,-0.002888,0.5883,0
Q-01985,REP-06,Silver,6,0.749238,3.01,6.0,2.0,0.252002,11.090965,0.875334,1.0,7.666866,13.01,2.0,1.0,1.545405,1.6121,1
Q-01986,REP-04,Bronze,2,0.387987,3.68,2.0,1.0,0.105431,9.147507,0.894569,0.0,4.672332,8.68,0.0,1.0,-1.121664,1.588,1
Q-01987,REP-07,Bronze,2,6.924914,7.39,2.0,2.0,1.0,11.304683,0.0,0.0,11.924914,12.39,1.0,1.0,2.778871,4.548,2
Q-01988,REP-02,Bronze,2,9.110769,9.87,2.0,1.0,0.923077,9.65509,1.0,0.0,13.884615,14.87,0.0,0.0,7.694636,9.4187,2
Q-01989,REP-04,Silver,3,0.0,0.0,3.0,0.0,0.0,11.251054,0.675676,1.0,1.709262,6.88,0.0,0.0,-4.084734,0.793,1
Q-01990,REP-06,Gold,5,0.0,0.0,5.0,0.0,0.0,11.218366,0.992146,2.0,4.978209,7.03,2.0,0.0,-1.143253,0.1264,0
Q-01991,REP-07,Silver,2,0.0,0.0,2.0,0.0,0.0,12.00286,0.0,1.0,8.990988,9.01,1.0,0.0,-0.155055,0.8402,0
Q-01992,REP-06,Bronze,3,1.601154,2.77,3.0,2.0,0.596154,9.65509,1.0,0.0,4.795962,7.77,2.0,0.0,-1.3255,1.7297,1
Q-01993,REP-07,Bronze,1,9.02,9.02,1.0,1.0,1.0,10.047631,0.0,0.0,14.02,14.02,1.0,0.0,4.873957,4.6731,2
Q-01994,REP-05,Bronze,3,0.880938,2.61,3.0,3.0,1.0,11.155121,0.371854,0.0,5.880938,7.61,2.0,0.0,2.06816,1.0395,1
Q-01995,REP-05,Gold,1,0.0,0.0,1.0,0.0,0.0,8.794976,1.0,2.0,4.78,4.78,2.0,0.0,0.967222,0.0,0
Q-01996,REP-06,Gold,3,0.0,0.0,3.0,0.0,0.0,10.953452,0.0,2.0,4.938189,8.25,2.0,0.0,-1.183273,0.0,0
Q-01997,REP-03,Gold,3,0.0,0.0,3.0,0.0,0.0,11.528809,0.079724,2.0,7.496604,8.97,2.0,0.0,3.217768,0.0,0
Q-01998,REP-06,Silver,3,0.0,0.0,3.0,0.0,0.0,10.348205,0.076923,1.0,6.7325,7.03,2.0,0.0,0.611038,0.0,0
Q-01999,REP-03,Silver,1,0.0,0.0,1.0,0.0,0.0,9.998843,1.0,1.0,1.43,1.43,2.0,0.0,-2.848836,0.0,0
Q-02000,REP-07,Gold,4,0.436946,0.82,4.0,2.0,0.689655,10.948013,0.54715,2.0,10.523336,15.53,1.0,1.0,1.377293,0.8431,0
Q-02001,REP-05,Bronze,2,0.0,0.0,2.0,0.0,0.0,12.052344,0.0,0.0,0.087638,1.67,2.0,0.0,-3.725139,0.8292,0
Q-02002,REP-05,Silver,4,0.0,0.0,4.0,0.0,0.0,10.1451,0.875712,1.0,5.436224,6.93,2.0,0.0,1.623446,0.0,0
Q-02003,REP-01,Silver,1,0.0,0.0,1.0,0.0,0.0,3.828641,0.0,1.0,5.72,5.72,0.0,1.0,0.144153,0.2304,0
Q-02004,REP-05,Silver,3,0.0,0.0,3.0,0.0,0.0,9.895506,0.31754,1.0,3.084728,6.62,2.0,0.0,-0.72805,0.0,0
Q-02005,REP-04,Silver,3,0.037573,0.72,3.0,1.0,0.052185,11.247018,0.052185,1.0,3.768487,10.72,0.0,0.0,-2.025509,0.5582,0
Q-02006,REP-08,Bronze,6,6.147358,13.68,6.0,5.0,0.826583,11.732511,0.0,0.0,10.994751,18.68,0.0,1.0,1.306354,5.5746,2
Q-02007,REP-07,Gold,2,0.0,0.0,2.0,0.0,0.0,8.268988,0.538462,2.0,8.774615,9.25,1.0,0.0,-0.371428,0.0,0
Q-02008,REP-06,Silver,4,0.0,0.0,4.0,0.0,0.0,11.289044,0.52039,1.0,7.121621,9.24,2.0,0.0,1.00016,0.1324,0
Q-02009,REP-08,Silver,3,7.466685,9.49,3.0,1.0,0.786795,11.417251,0.0,1.0,16.050396,19.49,0.0,0.0,6.362,4.7172,2
Q-02010,REP-06,Silver,4,0.640061,4.08,4.0,1.0,0.156878,11.097046,0.0,1.0,2.435529,14.08,2.0,0.0,-3.685933,0.4474,0
Q-02011,REP-03,Bronze,5,0.765063,1.26,5.0,1.0,0.607193,11.581061,0.189631,0.0,5.023428,6.26,2.0,0.0,0.744592,0.8563,0
Q-02012,REP-01,Silver,1,0.0,0.0,1.0,0.0,0.0,6.398595,1.0,1.0,5.68,5.68,0.0,1.0,0.104153,0.785,0
Q-02013,REP-07,Bronze,6,2.375917,3.12,6.0,5.0,0.92876,11.929007,0.168206,0.0,7.337447,8.12,1.0,0.0,-1.808596,2.4393,1
Q-02014,REP-04,Bronze,5,0.044448,6.48,5.0,2.0,0.057923,11.902336,0.08536,0.0,1.490749,11.48,0.0,0.0,-4.303247,2.0189,2
Q-02015,REP-04,Bronze,6,0.999801,4.15,6.0,4.0,0.479618,10.269033,0.249783,0.0,3.535898,9.15,0.0,0.0,-2.258098,1.3775,1
Q-02016,REP-04,Silver,2,0.0,0.0,2.0,0.0,0.0,10.218335,0.0,1.0,6.403723,7.03,0.0,0.0,0.609727,0.0083,0
Q-02017,REP-04,Gold,1,0.0,0.0,1.0,0.0,0.0,8.748464,1.0,2.0,2.22,2.22,0.0,1.0,-3.573996,0.6125,1
Q-02018,REP-06,Bronze,2,0.216264,3.28,2.0,1.0,0.065934,10.214679,1.0,0.0,4.235495,8.28,2.0,0.0,-1.885967,0.72,0
Q-02019,REP-03,Gold,3,0.0,0.0,3.0,0.0,0.0,11.420821,0.723684,2.0,5.790132,7.75,2.0,1.0,1.511295,0.568,0
Q-02020,REP-08,Silver,3,1.431942,3.11,3.0,1.0,0.460432,10.455964,0.935252,1.0,9.586619,13.11,0.0,0.0,-0.101778,2.1289,2
Q-02021,REP-04,Gold,3,0.0,0.0,3.0,0.0,0.0,10.617442,0.832517,2.0,3.363124,8.75,0.0,0.0,-2.430872,0.3582,0
Q-02022,REP-02,Silver,1,0.0,0.0,1.0,0.0,0.0,10.268165,0.0,1.0,4.97,4.97,0.0,0.0,-1.21998,0.02,0
Q-02023,REP-06,Gold,3,0.0,0.0,3.0,0.0,0.0,10.346602,0.317817,2.0,6.388636,7.12,2.0,1.0,0.267174,0.0,0
Q-02024,REP-01,Silver,2,0.0,0.0,2.0,0.0,0.0,10.939799,0.993348,1.0,8.943925,8.97,0.0,1.0,3.368078,1.2461,1
Q-02025,REP-06,Silver,6,0.0,0.0,6.0,0.0,0.0,11.593915,0.708258,1.0,5.244154,7.4,2.0,0.0,-0.877307,0.4732,1
Q-02026,REP-03,Gold,4,0.0,0.0,4.0,0.0,0.0,11.998439,0.338462,2.0,6.228585,8.09,2.0,0.0,1.949748,0.5003,1
Q-02027,REP-02,Silver,4,0.0,0.0,4.0,0.0,0.0,7.74327,0.650759,1.0,5.865141,8.11,0.0,1.0,-0.324839,0.6071,0
Q-02028,REP-07,Silver,5,0.094975,1.05,5.0,1.0,0.090452,10.997104,0.21608,1.0,8.571357,11.05,1.0,0.0,-0.574686,0.2517,0
Q-02029,REP-05,Silver,2,0.0,0.0,2.0,0.0,0.0,8.554682,0.809249,1.0,4.402312,5.44,2.0,0.0,0.589534,0.0,0
Q-02030,REP-08,Silver,3,0.0,0.0,3.0,0.0,0.0,10.987003,0.51269,1.0,8.429391,9.84,0.0,0.0,-1.259005,0.5545,0
Q-02031,REP-01,Bronze,1,0.47,0.47,1.0,1.0,1.0,6.698268,0.0,0.0,5.47,5.47,0.0,1.0,-0.105847,0.7058,0
Q-02032,REP-08,Silver,3,0.657212,2.45,3.0,2.0,0.36803,10.893047,0.821561,1.0,9.42487,12.45,0.0,1.0,-0.263526,1.8708,2
Q-02033,REP-01,Gold,2,0.0,0.0,2.0,0.0,0.0,8.47658,1.0,2.0,6.765,7.71,0.0,1.0,1.189153,0.6,0
Q-02034,REP-03,Silver,3,0.016156,0.38,3.0,1.0,0.042516,11.634267,0.193977,1.0,4.584269,10.38,2.0,1.0,0.305433,0.7329,0
Q-02035,REP-08,Silver,6,0.452325,3.83,6.0,2.0,0.403031,12.578674,0.45608,1.0,9.366094,13.83,0.0,0.0,-0.322303,3.2513,2
Q-02036,REP-08,Bronze,3,3.474459,6.2,3.0,2.0,0.844156,10.229946,0.151515,0.0,8.349784,11.2,0.0,0.0,-1.338613,2.8502,2
Q-02037,REP-06,Silver,3,0.0,0.0,3.0,0.0,0.0,9.830971,0.290323,1.0,6.448065,7.13,2.0,0.0,0.326603,0.0,0
Q-02038,REP-06,Bronze,2,0.028599,1.47,2.0,1.0,0.019455,8.768108,0.980545,0.0,4.567743,6.47,2.0,0.0,-1.553718,0.1666,0
Q-02039,REP-07,Gold,1,0.66,0.66,1.0,1.0,1.0,10.257694,1.0,2.0,10.66,10.66,1.0,0.0,1.513957,0.6745,0
Q-02040,REP-07,Silver,4,0.0,0.0,4.0,0.0,0.0,10.821796,0.790419,1.0,4.64976,8.96,1.0,0.0,-4.496282,0.3322,0
Q-02041,REP-04,Silver,4,0.016747,0.26,4.0,1.0,0.064412,10.238029,0.064412,1.0,8.305835,10.26,0.0,1.0,2.511839,0.541,0
Q-02042,REP-06,Silver,4,1.165274,2.54,4.0,2.0,0.662824,10.636841,0.511527,1.0,10.06621,12.54,2.0,0.0,3.944749,0.777,0
Q-02043,REP-07,Bronze,3,4.137062,5.14,3.0,3.0,1.0,9.680406,0.16875,0.0,9.137063,10.14,1.0,1.0,-0.00898,3.0434,2
Q-02044,REP-01,Bronze,4,8.334731,10.98,4.0,2.0,0.809961,10.731624,0.183486,0.0,13.081913,15.98,0.0,1.0,7.506066,5.6408,2
Q-02045,REP-06,Silver,2,0.0,0.0,2.0,0.0,0.0,9.31479,1.0,1.0,8.592162,9.54,2.0,1.0,2.470701,0.2725,0
Q-02046,REP-08,Gold,6,2.473247,4.39,6.0,2.0,0.728962,11.480929,0.440888,2.0,13.617274,19.39,0.0,0.0,3.928878,2.5874,2
Q-02047,REP-07,Silver,2,1.874074,2.53,2.0,1.0,0.740741,10.098273,0.0,1.0,11.443704,12.53,1.0,0.0,2.297661,0.7479,0
Q-02048,REP-04,Bronze,1,5.59,5.59,1.0,1.0,1.0,10.673619,0.0,0.0,10.59,10.59,0.0,0.0,4.796004,3.3227,2
Q-02049,REP-01,Silver,4,0.604073,0.91,4.0,2.0,0.701906,10.675353,0.693241,1.0,8.775095,10.91,0.0,1.0,3.199248,1.5761,2
